row,cfu,_1,to1,bw_up,olt1
73.U40,EBIS,40,CNConversant,0.030999999,OLT13**DMO*3
73.U41,WHOLESALE,41,CNGoogle,0.030999999,OLT13**DMO*3
73.U42,WHOLESALE,42,CNFacebook,0.030999999,OLT13**DMO*3
73.U43,WHOLESALE,43,CNNetflix,0.030999999,OLT13**DMO*3
73.U44,WHOLESALE,44,CNConversant,0.030999999,OLT13**DMO*3
73.U45,MOBILE,45,CNGoogle,0.063000001,OLT13**DMO*3
73.U46,MOBILE,46,CNFacebook,0.063000001,OLT13**DMO*3
73.U47,MOBILE,47,CNNetflix,0.063000001,OLT13**DMO*3
73.U48,MOBILE,48,CNConversant,0.063000001,OLT13**DMO*3
73.U49,RETAIL,49,CNIptv,0.041999999,OLT13**DMO*3
73.U50,EBIS,50,CNIptv,0.041999999,OLT13**DMO*3
74.U1,RETAIL,1,CGW2*.BTC,0.025,OLT14**DMO*3
74.U2,RETAIL,2,CGW*.BDS,0.025,OLT14**DMO*3
74.U3,RETAIL,3,CGW*.MDO,0.025,OLT14**DMO*3
74.U4,RETAIL,4,CGW*.PNK,0.025,OLT14**DMO*3
74.U5,RETAIL,5,TEL#_CGW2*.BDS,0.025,OLT14**DMO*3
74.U6,RETAIL,6,TEL#_CGW2**BDS,0.025,OLT14**DMO*3
74.U7,RETAIL,7,TEL#_CGW*.BDS,0.025,OLT14**DMO*3
74.U8,RETAIL,8,CGW2*.BTC,0.025,OLT14**DMO*3
74.U9,RETAIL,9,CGW*.BDS,0.025,OLT14**DMO*3
74.U10,RETAIL,10,CGW2*.BTC,0.025,OLT14**DMO*3
74.U11,RETAIL,11,CGW*.BDS,0.025,OLT14**DMO*3
74.U12,RETAIL,12,CGW2*.BTC,0.025,OLT14**DMO*3
74.U13,RETAIL,13,CGW*.BDS,0.025,OLT14**DMO*3
74.U14,RETAIL,14,CGW*.MDO,0.025,OLT14**DMO*3
74.U15,RETAIL,15,CGW*.PNK,0.025,OLT14**DMO*3
74.U16,RETAIL,16,TEL#_CGW2*.BDS,0.025,OLT14**DMO*3
74.U17,RETAIL,17,TEL#_CGW2**BDS,0.025,OLT14**DMO*3
74.U18,RETAIL,18,TEL#_CGW*.BDS,0.025,OLT14**DMO*3
74.U19,RETAIL,19,CGW2*.BTC,0.025,OLT14**DMO*3
74.U20,RETAIL,20,CGW*.BDS,0.025,OLT14**DMO*3
74.U21,RETAIL,21,CGW2*.BTC,0.025,OLT14**DMO*3
74.U22,RETAIL,22,CGW*.BDS,0.025,OLT14**DMO*3
74.U23,RETAIL,23,CGW2*.BTC,0.025,OLT14**DMO*3
74.U24,RETAIL,24,CGW*.BDS,0.025,OLT14**DMO*3
74.U25,RETAIL,25,CGW2*.BTC,0.025,OLT14**DMO*3
74.U26,RETAIL,26,CGW*.BDS,0.025,OLT14**DMO*3
74.U27,EBIS,27,CGW2*.BTC,0.050999999,OLT14**DMO*3
74.U28,EBIS,28,CGW*.BDS,0.050999999,OLT14**DMO*3
74.U29,WHOLESALE,29,CGW*.BDS,0.075999998,OLT14**DMO*3
74.U30,WHOLESALE,30,CGW*.MDO,0.075999998,OLT14**DMO*3
74.U31,MOBILE,31,CGW*.BDS,0.101000004,OLT14**DMO*3
74.U32,MOBILE,32,CGW*.MDO,0.101000004,OLT14**DMO*3
74.U33,RETAIL,33,CNGoogle,0.025,OLT14**DMO*3
74.U34,RETAIL,34,CNFacebook,0.025,OLT14**DMO*3
74.U35,RETAIL,35,CNNetflix,0.025,OLT14**DMO*3
74.U36,RETAIL,36,CNConversant,0.025,OLT14**DMO*3
74.U37,EBIS,37,CNGoogle,0.025,OLT14**DMO*3
74.U38,EBIS,38,CNFacebook,0.025,OLT14**DMO*3
74.U39,EBIS,39,CNNetflix,0.025,OLT14**DMO*3
74.U40,EBIS,40,CNConversant,0.025,OLT14**DMO*3
74.U41,WHOLESALE,41,CNGoogle,0.025,OLT14**DMO*3
74.U42,WHOLESALE,42,CNFacebook,0.025,OLT14**DMO*3
74.U43,WHOLESALE,43,CNNetflix,0.025,OLT14**DMO*3
74.U44,WHOLESALE,44,CNConversant,0.025,OLT14**DMO*3
74.U45,MOBILE,45,CNGoogle,0.050999999,OLT14**DMO*3
74.U46,MOBILE,46,CNFacebook,0.050999999,OLT14**DMO*3
74.U47,MOBILE,47,CNNetflix,0.050999999,OLT14**DMO*3
74.U48,MOBILE,48,CNConversant,0.050999999,OLT14**DMO*3
74.U49,RETAIL,49,CNIptv,0.034000002,OLT14**DMO*3
74.U50,EBIS,50,CNIptv,0.034000002,OLT14**DMO*3
75.U1,RETAIL,1,CGW2*.BTC,0.02,OLT15**DMO*3
75.U2,RETAIL,2,CGW*.BDS,0.02,OLT15**DMO*3
75.U3,RETAIL,3,CGW*.MDO,0.02,OLT15**DMO*3
75.U4,RETAIL,4,CGW*.PNK,0.02,OLT15**DMO*3
75.U5,RETAIL,5,TEL#_CGW2*.BDS,0.02,OLT15**DMO*3
75.U6,RETAIL,6,TEL#_CGW2**BDS,0.02,OLT15**DMO*3
75.U7,RETAIL,7,TEL#_CGW*.BDS,0.02,OLT15**DMO*3
75.U8,RETAIL,8,CGW2*.BTC,0.02,OLT15**DMO*3
75.U9,RETAIL,9,CGW*.BDS,0.02,OLT15**DMO*3
75.U10,RETAIL,10,CGW2*.BTC,0.02,OLT15**DMO*3
75.U11,RETAIL,11,CGW*.BDS,0.02,OLT15**DMO*3
75.U12,RETAIL,12,CGW2*.BTC,0.02,OLT15**DMO*3
75.U13,RETAIL,13,CGW*.BDS,0.02,OLT15**DMO*3
75.U14,RETAIL,14,CGW*.MDO,0.02,OLT15**DMO*3
75.U15,RETAIL,15,CGW*.PNK,0.02,OLT15**DMO*3
75.U16,RETAIL,16,TEL#_CGW2*.BDS,0.02,OLT15**DMO*3
75.U17,RETAIL,17,TEL#_CGW2**BDS,0.02,OLT15**DMO*3
75.U18,RETAIL,18,TEL#_CGW*.BDS,0.02,OLT15**DMO*3
75.U19,RETAIL,19,CGW2*.BTC,0.02,OLT15**DMO*3
75.U20,RETAIL,20,CGW*.BDS,0.02,OLT15**DMO*3
75.U21,RETAIL,21,CGW2*.BTC,0.02,OLT15**DMO*3
75.U22,RETAIL,22,CGW*.BDS,0.02,OLT15**DMO*3
75.U23,RETAIL,23,CGW2*.BTC,0.02,OLT15**DMO*3
75.U24,RETAIL,24,CGW*.BDS,0.02,OLT15**DMO*3
75.U25,RETAIL,25,CGW2*.BTC,0.02,OLT15**DMO*3
75.U26,RETAIL,26,CGW*.BDS,0.02,OLT15**DMO*3
75.U27,EBIS,27,CGW2*.BTC,0.039000001,OLT15**DMO*3
75.U28,EBIS,28,CGW*.BDS,0.039000001,OLT15**DMO*3
75.U29,WHOLESALE,29,CGW*.BDS,0.059,OLT15**DMO*3
75.U30,WHOLESALE,30,CGW*.MDO,0.059,OLT15**DMO*3
75.U31,MOBILE,31,CGW*.BDS,0.078000002,OLT15**DMO*3
75.U32,MOBILE,32,CGW*.MDO,0.078000002,OLT15**DMO*3
75.U33,RETAIL,33,CNGoogle,0.02,OLT15**DMO*3
75.U34,RETAIL,34,CNFacebook,0.02,OLT15**DMO*3
75.U35,RETAIL,35,CNNetflix,0.02,OLT15**DMO*3
75.U36,RETAIL,36,CNConversant,0.02,OLT15**DMO*3
75.U37,EBIS,37,CNGoogle,0.02,OLT15**DMO*3
75.U38,EBIS,38,CNFacebook,0.02,OLT15**DMO*3
75.U39,EBIS,39,CNNetflix,0.02,OLT15**DMO*3
75.U40,EBIS,40,CNConversant,0.02,OLT15**DMO*3
75.U41,WHOLESALE,41,CNGoogle,0.02,OLT15**DMO*3
75.U42,WHOLESALE,42,CNFacebook,0.02,OLT15**DMO*3
75.U43,WHOLESALE,43,CNNetflix,0.02,OLT15**DMO*3
75.U44,WHOLESALE,44,CNConversant,0.02,OLT15**DMO*3
75.U45,MOBILE,45,CNGoogle,0.039000001,OLT15**DMO*3
75.U46,MOBILE,46,CNFacebook,0.039000001,OLT15**DMO*3
75.U47,MOBILE,47,CNNetflix,0.039000001,OLT15**DMO*3
75.U48,MOBILE,48,CNConversant,0.039000001,OLT15**DMO*3
75.U49,RETAIL,49,CNIptv,0.026000001,OLT15**DMO*3
75.U50,EBIS,50,CNIptv,0.026000001,OLT15**DMO*3
76.U1,RETAIL,1,CGW2*.BTC,0.014,OLT16**DMO*3
76.U2,RETAIL,2,CGW*.BDS,0.014,OLT16**DMO*3
76.U3,RETAIL,3,CGW*.MDO,0.014,OLT16**DMO*3
76.U4,RETAIL,4,CGW*.PNK,0.014,OLT16**DMO*3
76.U5,RETAIL,5,TEL#_CGW2*.BDS,0.014,OLT16**DMO*3
76.U6,RETAIL,6,TEL#_CGW2**BDS,0.014,OLT16**DMO*3
76.U7,RETAIL,7,TEL#_CGW*.BDS,0.014,OLT16**DMO*3
76.U8,RETAIL,8,CGW2*.BTC,0.014,OLT16**DMO*3
76.U9,RETAIL,9,CGW*.BDS,0.014,OLT16**DMO*3
76.U10,RETAIL,10,CGW2*.BTC,0.014,OLT16**DMO*3
76.U11,RETAIL,11,CGW*.BDS,0.014,OLT16**DMO*3
76.U12,RETAIL,12,CGW2*.BTC,0.014,OLT16**DMO*3
76.U13,RETAIL,13,CGW*.BDS,0.014,OLT16**DMO*3
76.U14,RETAIL,14,CGW*.MDO,0.014,OLT16**DMO*3
76.U15,RETAIL,15,CGW*.PNK,0.014,OLT16**DMO*3
76.U16,RETAIL,16,TEL#_CGW2*.BDS,0.014,OLT16**DMO*3
76.U17,RETAIL,17,TEL#_CGW2**BDS,0.014,OLT16**DMO*3
76.U18,RETAIL,18,TEL#_CGW*.BDS,0.014,OLT16**DMO*3
76.U19,RETAIL,19,CGW2*.BTC,0.014,OLT16**DMO*3
76.U20,RETAIL,20,CGW*.BDS,0.014,OLT16**DMO*3
76.U21,RETAIL,21,CGW2*.BTC,0.014,OLT16**DMO*3
76.U22,RETAIL,22,CGW*.BDS,0.014,OLT16**DMO*3
76.U23,RETAIL,23,CGW2*.BTC,0.014,OLT16**DMO*3
76.U24,RETAIL,24,CGW*.BDS,0.014,OLT16**DMO*3
76.U25,RETAIL,25,CGW2*.BTC,0.014,OLT16**DMO*3
76.U26,RETAIL,26,CGW*.BDS,0.014,OLT16**DMO*3
76.U27,EBIS,27,CGW2*.BTC,0.027000001,OLT16**DMO*3
76.U28,EBIS,28,CGW*.BDS,0.027000001,OLT16**DMO*3
76.U29,WHOLESALE,29,CGW*.BDS,0.041000001,OLT16**DMO*3
76.U30,WHOLESALE,30,CGW*.MDO,0.041000001,OLT16**DMO*3
76.U31,MOBILE,31,CGW*.BDS,0.054000001,OLT16**DMO*3
76.U32,MOBILE,32,CGW*.MDO,0.054000001,OLT16**DMO*3
76.U33,RETAIL,33,CNGoogle,0.014,OLT16**DMO*3
76.U34,RETAIL,34,CNFacebook,0.014,OLT16**DMO*3
76.U35,RETAIL,35,CNNetflix,0.014,OLT16**DMO*3
76.U36,RETAIL,36,CNConversant,0.014,OLT16**DMO*3
76.U37,EBIS,37,CNGoogle,0.014,OLT16**DMO*3
76.U38,EBIS,38,CNFacebook,0.014,OLT16**DMO*3
76.U39,EBIS,39,CNNetflix,0.014,OLT16**DMO*3
76.U40,EBIS,40,CNConversant,0.014,OLT16**DMO*3
76.U41,WHOLESALE,41,CNGoogle,0.014,OLT16**DMO*3
76.U42,WHOLESALE,42,CNFacebook,0.014,OLT16**DMO*3
76.U43,WHOLESALE,43,CNNetflix,0.014,OLT16**DMO*3
76.U44,WHOLESALE,44,CNConversant,0.014,OLT16**DMO*3
76.U45,MOBILE,45,CNGoogle,0.027000001,OLT16**DMO*3
76.U46,MOBILE,46,CNFacebook,0.027000001,OLT16**DMO*3
76.U47,MOBILE,47,CNNetflix,0.027000001,OLT16**DMO*3
76.U48,MOBILE,48,CNConversant,0.027000001,OLT16**DMO*3
76.U49,RETAIL,49,CNIptv,0.017999999,OLT16**DMO*3
76.U50,EBIS,50,CNIptv,0.017999999,OLT16**DMO*3
77.U1,RETAIL,1,CGW2*.BTC,0.018999999,OLT17**DMO*3
77.U2,RETAIL,2,CGW*.BDS,0.018999999,OLT17**DMO*3
77.U3,RETAIL,3,CGW*.MDO,0.018999999,OLT17**DMO*3
77.U4,RETAIL,4,CGW*.PNK,0.018999999,OLT17**DMO*3
77.U5,RETAIL,5,TEL#_CGW2*.BDS,0.018999999,OLT17**DMO*3
77.U6,RETAIL,6,TEL#_CGW2**BDS,0.018999999,OLT17**DMO*3
77.U7,RETAIL,7,TEL#_CGW*.BDS,0.018999999,OLT17**DMO*3
77.U8,RETAIL,8,CGW2*.BTC,0.018999999,OLT17**DMO*3
77.U9,RETAIL,9,CGW*.BDS,0.018999999,OLT17**DMO*3
77.U10,RETAIL,10,CGW2*.BTC,0.018999999,OLT17**DMO*3
77.U11,RETAIL,11,CGW*.BDS,0.018999999,OLT17**DMO*3
77.U12,RETAIL,12,CGW2*.BTC,0.018999999,OLT17**DMO*3
77.U13,RETAIL,13,CGW*.BDS,0.018999999,OLT17**DMO*3
77.U14,RETAIL,14,CGW*.MDO,0.018999999,OLT17**DMO*3
77.U15,RETAIL,15,CGW*.PNK,0.018999999,OLT17**DMO*3
77.U16,RETAIL,16,TEL#_CGW2*.BDS,0.018999999,OLT17**DMO*3
77.U17,RETAIL,17,TEL#_CGW2**BDS,0.018999999,OLT17**DMO*3
77.U18,RETAIL,18,TEL#_CGW*.BDS,0.018999999,OLT17**DMO*3
77.U19,RETAIL,19,CGW2*.BTC,0.018999999,OLT17**DMO*3
77.U20,RETAIL,20,CGW*.BDS,0.018999999,OLT17**DMO*3
77.U21,RETAIL,21,CGW2*.BTC,0.018999999,OLT17**DMO*3
77.U22,RETAIL,22,CGW*.BDS,0.018999999,OLT17**DMO*3
77.U23,RETAIL,23,CGW2*.BTC,0.018999999,OLT17**DMO*3
77.U24,RETAIL,24,CGW*.BDS,0.018999999,OLT17**DMO*3
77.U25,RETAIL,25,CGW2*.BTC,0.018999999,OLT17**DMO*3
77.U26,RETAIL,26,CGW*.BDS,0.018999999,OLT17**DMO*3
77.U27,EBIS,27,CGW2*.BTC,0.037999999,OLT17**DMO*3
77.U28,EBIS,28,CGW*.BDS,0.037999999,OLT17**DMO*3
77.U29,WHOLESALE,29,CGW*.BDS,0.057,OLT17**DMO*3
77.U30,WHOLESALE,30,CGW*.MDO,0.057,OLT17**DMO*3
77.U31,MOBILE,31,CGW*.BDS,0.075999998,OLT17**DMO*3
77.U32,MOBILE,32,CGW*.MDO,0.075999998,OLT17**DMO*3
77.U33,RETAIL,33,CNGoogle,0.018999999,OLT17**DMO*3
77.U34,RETAIL,34,CNFacebook,0.018999999,OLT17**DMO*3
77.U35,RETAIL,35,CNNetflix,0.018999999,OLT17**DMO*3
77.U36,RETAIL,36,CNConversant,0.018999999,OLT17**DMO*3
77.U37,EBIS,37,CNGoogle,0.018999999,OLT17**DMO*3
77.U38,EBIS,38,CNFacebook,0.018999999,OLT17**DMO*3
77.U39,EBIS,39,CNNetflix,0.018999999,OLT17**DMO*3
77.U40,EBIS,40,CNConversant,0.018999999,OLT17**DMO*3
77.U41,WHOLESALE,41,CNGoogle,0.018999999,OLT17**DMO*3
77.U42,WHOLESALE,42,CNFacebook,0.018999999,OLT17**DMO*3
77.U43,WHOLESALE,43,CNNetflix,0.018999999,OLT17**DMO*3
77.U44,WHOLESALE,44,CNConversant,0.018999999,OLT17**DMO*3
77.U45,MOBILE,45,CNGoogle,0.037999999,OLT17**DMO*3
77.U46,MOBILE,46,CNFacebook,0.037999999,OLT17**DMO*3
77.U47,MOBILE,47,CNNetflix,0.037999999,OLT17**DMO*3
77.U48,MOBILE,48,CNConversant,0.037999999,OLT17**DMO*3
77.U49,RETAIL,49,CNIptv,0.025,OLT17**DMO*3
77.U50,EBIS,50,CNIptv,0.025,OLT17**DMO*3
78.U1,RETAIL,1,CGW2*.BTC,0.011,OLT18**DMO*3
78.U2,RETAIL,2,CGW*.BDS,0.011,OLT18**DMO*3
78.U3,RETAIL,3,CGW*.MDO,0.011,OLT18**DMO*3
78.U4,RETAIL,4,CGW*.PNK,0.011,OLT18**DMO*3
78.U5,RETAIL,5,TEL#_CGW2*.BDS,0.011,OLT18**DMO*3
78.U6,RETAIL,6,TEL#_CGW2**BDS,0.011,OLT18**DMO*3
78.U7,RETAIL,7,TEL#_CGW*.BDS,0.011,OLT18**DMO*3
78.U8,RETAIL,8,CGW2*.BTC,0.011,OLT18**DMO*3
78.U9,RETAIL,9,CGW*.BDS,0.011,OLT18**DMO*3
78.U10,RETAIL,10,CGW2*.BTC,0.011,OLT18**DMO*3
78.U11,RETAIL,11,CGW*.BDS,0.011,OLT18**DMO*3
78.U12,RETAIL,12,CGW2*.BTC,0.011,OLT18**DMO*3
78.U13,RETAIL,13,CGW*.BDS,0.011,OLT18**DMO*3
78.U14,RETAIL,14,CGW*.MDO,0.011,OLT18**DMO*3
78.U15,RETAIL,15,CGW*.PNK,0.011,OLT18**DMO*3
78.U16,RETAIL,16,TEL#_CGW2*.BDS,0.011,OLT18**DMO*3
78.U17,RETAIL,17,TEL#_CGW2**BDS,0.011,OLT18**DMO*3
78.U18,RETAIL,18,TEL#_CGW*.BDS,0.011,OLT18**DMO*3
78.U19,RETAIL,19,CGW2*.BTC,0.011,OLT18**DMO*3
78.U20,RETAIL,20,CGW*.BDS,0.011,OLT18**DMO*3
78.U21,RETAIL,21,CGW2*.BTC,0.011,OLT18**DMO*3
78.U22,RETAIL,22,CGW*.BDS,0.011,OLT18**DMO*3
78.U23,RETAIL,23,CGW2*.BTC,0.011,OLT18**DMO*3
78.U24,RETAIL,24,CGW*.BDS,0.011,OLT18**DMO*3
78.U25,RETAIL,25,CGW2*.BTC,0.011,OLT18**DMO*3
78.U26,RETAIL,26,CGW*.BDS,0.011,OLT18**DMO*3
78.U27,EBIS,27,CGW2*.BTC,0.022,OLT18**DMO*3
78.U28,EBIS,28,CGW*.BDS,0.022,OLT18**DMO*3
78.U29,WHOLESALE,29,CGW*.BDS,0.033,OLT18**DMO*3
78.U30,WHOLESALE,30,CGW*.MDO,0.033,OLT18**DMO*3
78.U31,MOBILE,31,CGW*.BDS,0.044,OLT18**DMO*3
78.U32,MOBILE,32,CGW*.MDO,0.044,OLT18**DMO*3
78.U33,RETAIL,33,CNGoogle,0.011,OLT18**DMO*3
78.U34,RETAIL,34,CNFacebook,0.011,OLT18**DMO*3
78.U35,RETAIL,35,CNNetflix,0.011,OLT18**DMO*3
78.U36,RETAIL,36,CNConversant,0.011,OLT18**DMO*3
78.U37,EBIS,37,CNGoogle,0.011,OLT18**DMO*3
78.U38,EBIS,38,CNFacebook,0.011,OLT18**DMO*3
78.U39,EBIS,39,CNNetflix,0.011,OLT18**DMO*3
78.U40,EBIS,40,CNConversant,0.011,OLT18**DMO*3
78.U41,WHOLESALE,41,CNGoogle,0.011,OLT18**DMO*3
78.U42,WHOLESALE,42,CNFacebook,0.011,OLT18**DMO*3
78.U43,WHOLESALE,43,CNNetflix,0.011,OLT18**DMO*3
78.U44,WHOLESALE,44,CNConversant,0.011,OLT18**DMO*3
78.U45,MOBILE,45,CNGoogle,0.022,OLT18**DMO*3
78.U46,MOBILE,46,CNFacebook,0.022,OLT18**DMO*3
78.U47,MOBILE,47,CNNetflix,0.022,OLT18**DMO*3
78.U48,MOBILE,48,CNConversant,0.022,OLT18**DMO*3
78.U49,RETAIL,49,CNIptv,0.015,OLT18**DMO*3
78.U50,EBIS,50,CNIptv,0.015,OLT18**DMO*3
79.U1,RETAIL,1,CGW2*.BTC,0.014,OLT19**DMO*3
79.U2,RETAIL,2,CGW*.BDS,0.014,OLT19**DMO*3
79.U3,RETAIL,3,CGW*.MDO,0.014,OLT19**DMO*3
79.U4,RETAIL,4,CGW*.PNK,0.014,OLT19**DMO*3
79.U5,RETAIL,5,TEL#_CGW2*.BDS,0.014,OLT19**DMO*3
79.U6,RETAIL,6,TEL#_CGW2**BDS,0.014,OLT19**DMO*3
79.U7,RETAIL,7,TEL#_CGW*.BDS,0.014,OLT19**DMO*3
79.U8,RETAIL,8,CGW2*.BTC,0.014,OLT19**DMO*3
79.U9,RETAIL,9,CGW*.BDS,0.014,OLT19**DMO*3
79.U10,RETAIL,10,CGW2*.BTC,0.014,OLT19**DMO*3
79.U11,RETAIL,11,CGW*.BDS,0.014,OLT19**DMO*3
79.U12,RETAIL,12,CGW2*.BTC,0.014,OLT19**DMO*3
79.U13,RETAIL,13,CGW*.BDS,0.014,OLT19**DMO*3
79.U14,RETAIL,14,CGW*.MDO,0.014,OLT19**DMO*3
79.U15,RETAIL,15,CGW*.PNK,0.014,OLT19**DMO*3
79.U16,RETAIL,16,TEL#_CGW2*.BDS,0.014,OLT19**DMO*3
79.U17,RETAIL,17,TEL#_CGW2**BDS,0.014,OLT19**DMO*3
79.U18,RETAIL,18,TEL#_CGW*.BDS,0.014,OLT19**DMO*3
79.U19,RETAIL,19,CGW2*.BTC,0.014,OLT19**DMO*3
79.U20,RETAIL,20,CGW*.BDS,0.014,OLT19**DMO*3
79.U21,RETAIL,21,CGW2*.BTC,0.014,OLT19**DMO*3
79.U22,RETAIL,22,CGW*.BDS,0.014,OLT19**DMO*3
79.U23,RETAIL,23,CGW2*.BTC,0.014,OLT19**DMO*3
79.U24,RETAIL,24,CGW*.BDS,0.014,OLT19**DMO*3
79.U25,RETAIL,25,CGW2*.BTC,0.014,OLT19**DMO*3
79.U26,RETAIL,26,CGW*.BDS,0.014,OLT19**DMO*3
79.U27,EBIS,27,CGW2*.BTC,0.028000001,OLT19**DMO*3
79.U28,EBIS,28,CGW*.BDS,0.028000001,OLT19**DMO*3
79.U29,WHOLESALE,29,CGW*.BDS,0.041999999,OLT19**DMO*3
79.U30,WHOLESALE,30,CGW*.MDO,0.041999999,OLT19**DMO*3
79.U31,MOBILE,31,CGW*.BDS,0.056000002,OLT19**DMO*3
79.U32,MOBILE,32,CGW*.MDO,0.056000002,OLT19**DMO*3
79.U33,RETAIL,33,CNGoogle,0.014,OLT19**DMO*3
79.U34,RETAIL,34,CNFacebook,0.014,OLT19**DMO*3
79.U35,RETAIL,35,CNNetflix,0.014,OLT19**DMO*3
79.U36,RETAIL,36,CNConversant,0.014,OLT19**DMO*3
79.U37,EBIS,37,CNGoogle,0.014,OLT19**DMO*3
79.U38,EBIS,38,CNFacebook,0.014,OLT19**DMO*3
79.U39,EBIS,39,CNNetflix,0.014,OLT19**DMO*3
79.U40,EBIS,40,CNConversant,0.014,OLT19**DMO*3
79.U41,WHOLESALE,41,CNGoogle,0.014,OLT19**DMO*3
79.U42,WHOLESALE,42,CNFacebook,0.014,OLT19**DMO*3
79.U43,WHOLESALE,43,CNNetflix,0.014,OLT19**DMO*3
79.U44,WHOLESALE,44,CNConversant,0.014,OLT19**DMO*3
79.U45,MOBILE,45,CNGoogle,0.028000001,OLT19**DMO*3
79.U46,MOBILE,46,CNFacebook,0.028000001,OLT19**DMO*3
79.U47,MOBILE,47,CNNetflix,0.028000001,OLT19**DMO*3
79.U48,MOBILE,48,CNConversant,0.028000001,OLT19**DMO*3
79.U49,RETAIL,49,CNIptv,0.018999999,OLT19**DMO*3
79.U50,EBIS,50,CNIptv,0.018999999,OLT19**DMO*3
80.U1,RETAIL,1,CGW2*.BTC,0.008,OLT20**DMO*2
80.U2,RETAIL,2,CGW*.BDS,0.008,OLT20**DMO*2
80.U3,RETAIL,3,CGW*.MDO,0.008,OLT20**DMO*2
80.U4,RETAIL,4,CGW*.PNK,0.008,OLT20**DMO*2
80.U5,RETAIL,5,TEL#_CGW2*.BDS,0.008,OLT20**DMO*2
80.U6,RETAIL,6,TEL#_CGW2**BDS,0.008,OLT20**DMO*2
80.U7,RETAIL,7,TEL#_CGW*.BDS,0.008,OLT20**DMO*2
80.U8,RETAIL,8,CGW2*.BTC,0.008,OLT20**DMO*2
80.U9,RETAIL,9,CGW*.BDS,0.008,OLT20**DMO*2
80.U10,RETAIL,10,CGW2*.BTC,0.008,OLT20**DMO*2
80.U11,RETAIL,11,CGW*.BDS,0.008,OLT20**DMO*2
80.U12,RETAIL,12,CGW2*.BTC,0.008,OLT20**DMO*2
80.U13,RETAIL,13,CGW*.BDS,0.008,OLT20**DMO*2
80.U14,RETAIL,14,CGW*.MDO,0.008,OLT20**DMO*2
80.U15,RETAIL,15,CGW*.PNK,0.008,OLT20**DMO*2
80.U16,RETAIL,16,TEL#_CGW2*.BDS,0.008,OLT20**DMO*2
80.U17,RETAIL,17,TEL#_CGW2**BDS,0.008,OLT20**DMO*2
80.U18,RETAIL,18,TEL#_CGW*.BDS,0.008,OLT20**DMO*2
80.U19,RETAIL,19,CGW2*.BTC,0.008,OLT20**DMO*2
80.U20,RETAIL,20,CGW*.BDS,0.008,OLT20**DMO*2
80.U21,RETAIL,21,CGW2*.BTC,0.008,OLT20**DMO*2
80.U22,RETAIL,22,CGW*.BDS,0.008,OLT20**DMO*2
80.U23,RETAIL,23,CGW2*.BTC,0.008,OLT20**DMO*2
80.U24,RETAIL,24,CGW*.BDS,0.008,OLT20**DMO*2
80.U25,RETAIL,25,CGW2*.BTC,0.008,OLT20**DMO*2
80.U26,RETAIL,26,CGW*.BDS,0.008,OLT20**DMO*2
80.U27,EBIS,27,CGW2*.BTC,0.017000001,OLT20**DMO*2
80.U28,EBIS,28,CGW*.BDS,0.017000001,OLT20**DMO*2
80.U29,WHOLESALE,29,CGW*.BDS,0.025,OLT20**DMO*2
80.U30,WHOLESALE,30,CGW*.MDO,0.025,OLT20**DMO*2
80.U31,MOBILE,31,CGW*.BDS,0.034000002,OLT20**DMO*2
80.U32,MOBILE,32,CGW*.MDO,0.034000002,OLT20**DMO*2
80.U33,RETAIL,33,CNGoogle,0.008,OLT20**DMO*2
80.U34,RETAIL,34,CNFacebook,0.008,OLT20**DMO*2
80.U35,RETAIL,35,CNNetflix,0.008,OLT20**DMO*2
80.U36,RETAIL,36,CNConversant,0.008,OLT20**DMO*2
80.U37,EBIS,37,CNGoogle,0.008,OLT20**DMO*2
80.U38,EBIS,38,CNFacebook,0.008,OLT20**DMO*2
80.U39,EBIS,39,CNNetflix,0.008,OLT20**DMO*2
80.U40,EBIS,40,CNConversant,0.008,OLT20**DMO*2
80.U41,WHOLESALE,41,CNGoogle,0.008,OLT20**DMO*2
80.U42,WHOLESALE,42,CNFacebook,0.008,OLT20**DMO*2
80.U43,WHOLESALE,43,CNNetflix,0.008,OLT20**DMO*2
80.U44,WHOLESALE,44,CNConversant,0.008,OLT20**DMO*2
80.U45,MOBILE,45,CNGoogle,0.017000001,OLT20**DMO*2
80.U46,MOBILE,46,CNFacebook,0.017000001,OLT20**DMO*2
80.U47,MOBILE,47,CNNetflix,0.017000001,OLT20**DMO*2
80.U48,MOBILE,48,CNConversant,0.017000001,OLT20**DMO*2
80.U49,RETAIL,49,CNIptv,0.011,OLT20**DMO*2
80.U50,EBIS,50,CNIptv,0.011,OLT20**DMO*2
81.U1,RETAIL,1,CGW2*.BTC,0.003,OLT20**DMO*3
81.U2,RETAIL,2,CGW*.BDS,0.003,OLT20**DMO*3
81.U3,RETAIL,3,CGW*.MDO,0.003,OLT20**DMO*3
81.U4,RETAIL,4,CGW*.PNK,0.003,OLT20**DMO*3
81.U5,RETAIL,5,TEL#_CGW2*.BDS,0.003,OLT20**DMO*3
81.U6,RETAIL,6,TEL#_CGW2**BDS,0.003,OLT20**DMO*3
81.U7,RETAIL,7,TEL#_CGW*.BDS,0.003,OLT20**DMO*3
81.U8,RETAIL,8,CGW2*.BTC,0.003,OLT20**DMO*3
81.U9,RETAIL,9,CGW*.BDS,0.003,OLT20**DMO*3
81.U10,RETAIL,10,CGW2*.BTC,0.003,OLT20**DMO*3
