no,bw_down,cfu,to0,from1,bw20,olt1
47.D35,0.101000004,RETAIL,35,CNNetflix,0.6707,OLT02**MGT*3
47.D36,0.101000004,RETAIL,36,CNConversant,0.6707,OLT02**MGT*3
47.D37,0.101000004,EBIS,37,CNGoogle,0.6707,OLT02**MGT*3
47.D38,0.101000004,EBIS,38,CNFacebook,0.6707,OLT02**MGT*3
47.D39,0.101000004,EBIS,39,CNNetflix,0.6707,OLT02**MGT*3
47.D40,0.101000004,EBIS,40,CNConversant,0.6707,OLT02**MGT*3
47.D41,0.101000004,WHOLESALE,41,CNGoogle,0.6707,OLT02**MGT*3
47.D42,0.101000004,WHOLESALE,42,CNFacebook,0.6707,OLT02**MGT*3
47.D43,0.101000004,WHOLESALE,43,CNNetflix,0.6707,OLT02**MGT*3
47.D44,0.101000004,WHOLESALE,44,CNConversant,0.6707,OLT02**MGT*3
47.D45,0.201000005,MOBILE,45,CNGoogle,1.3414,OLT02**MGT*3
47.D46,0.201000005,MOBILE,46,CNFacebook,1.3414,OLT02**MGT*3
47.D47,0.201000005,MOBILE,47,CNNetflix,1.3414,OLT02**MGT*3
47.D48,0.201000005,MOBILE,48,CNConversant,1.3414,OLT02**MGT*3
47.D49,0.134000003,RETAIL,49,CNIptv,0.894266667,OLT02**MGT*3
47.D50,0.134000003,EBIS,50,CNIptv,0.894266667,OLT02**MGT*3
48.D1,0.162,RETAIL,1,CGW2*.BTC,1.08,OLT02**PMET*2
48.D2,0.162,RETAIL,2,CGW*.BDS,1.08,OLT02**PMET*2
48.D3,0.162,RETAIL,3,CGW*.MDO,1.08,OLT02**PMET*2
48.D4,0.162,RETAIL,4,CGW*.PNK,1.08,OLT02**PMET*2
48.D5,0.162,RETAIL,5,TEL#_CGW2*.BDS,1.08,OLT02**PMET*2
48.D6,0.162,RETAIL,6,TEL#_CGW2**BDS,1.08,OLT02**PMET*2
48.D7,0.162,RETAIL,7,TEL#_CGW*.BDS,1.08,OLT02**PMET*2
48.D8,0.162,RETAIL,8,CGW2*.BTC,1.08,OLT02**PMET*2
48.D9,0.162,RETAIL,9,CGW*.BDS,1.08,OLT02**PMET*2
48.D10,0.162,RETAIL,10,CGW2*.BTC,1.08,OLT02**PMET*2
48.D11,0.162,RETAIL,11,CGW*.BDS,1.08,OLT02**PMET*2
48.D12,0.162,RETAIL,12,CGW2*.BTC,1.08,OLT02**PMET*2
48.D13,0.162,RETAIL,13,CGW*.BDS,1.08,OLT02**PMET*2
48.D14,0.162,RETAIL,14,CGW*.MDO,1.08,OLT02**PMET*2
48.D15,0.162,RETAIL,15,CGW*.PNK,1.08,OLT02**PMET*2
48.D16,0.162,RETAIL,16,TEL#_CGW2*.BDS,1.08,OLT02**PMET*2
48.D17,0.162,RETAIL,17,TEL#_CGW2**BDS,1.08,OLT02**PMET*2
48.D18,0.162,RETAIL,18,TEL#_CGW*.BDS,1.08,OLT02**PMET*2
48.D19,0.162,RETAIL,19,CGW2*.BTC,1.08,OLT02**PMET*2
48.D20,0.162,RETAIL,20,CGW*.BDS,1.08,OLT02**PMET*2
48.D21,0.162,RETAIL,21,CGW2*.BTC,1.08,OLT02**PMET*2
48.D22,0.162,RETAIL,22,CGW*.BDS,1.08,OLT02**PMET*2
48.D23,0.162,RETAIL,23,CGW2*.BTC,1.08,OLT02**PMET*2
48.D24,0.162,RETAIL,24,CGW*.BDS,1.08,OLT02**PMET*2
48.D25,0.162,RETAIL,25,CGW2*.BTC,1.08,OLT02**PMET*2
48.D26,0.162,RETAIL,26,CGW*.BDS,1.08,OLT02**PMET*2
48.D27,0.324000001,EBIS,27,CGW2*.BTC,2.16,OLT02**PMET*2
48.D28,0.324000001,EBIS,28,CGW*.BDS,2.16,OLT02**PMET*2
48.D29,0.486000001,WHOLESALE,29,CGW*.BDS,3.24,OLT02**PMET*2
48.D30,0.486000001,WHOLESALE,30,CGW*.MDO,3.24,OLT02**PMET*2
48.D31,0.648000002,MOBILE,31,CGW*.BDS,4.32,OLT02**PMET*2
48.D32,0.648000002,MOBILE,32,CGW*.MDO,4.32,OLT02**PMET*2
48.D33,0.162,RETAIL,33,CNGoogle,1.08,OLT02**PMET*2
48.D34,0.162,RETAIL,34,CNFacebook,1.08,OLT02**PMET*2
48.D35,0.162,RETAIL,35,CNNetflix,1.08,OLT02**PMET*2
48.D36,0.162,RETAIL,36,CNConversant,1.08,OLT02**PMET*2
48.D37,0.162,EBIS,37,CNGoogle,1.08,OLT02**PMET*2
48.D38,0.162,EBIS,38,CNFacebook,1.08,OLT02**PMET*2
48.D39,0.162,EBIS,39,CNNetflix,1.08,OLT02**PMET*2
48.D40,0.162,EBIS,40,CNConversant,1.08,OLT02**PMET*2
48.D41,0.162,WHOLESALE,41,CNGoogle,1.08,OLT02**PMET*2
48.D42,0.162,WHOLESALE,42,CNFacebook,1.08,OLT02**PMET*2
48.D43,0.162,WHOLESALE,43,CNNetflix,1.08,OLT02**PMET*2
48.D44,0.162,WHOLESALE,44,CNConversant,1.08,OLT02**PMET*2
48.D45,0.324000001,MOBILE,45,CNGoogle,2.16,OLT02**PMET*2
48.D46,0.324000001,MOBILE,46,CNFacebook,2.16,OLT02**PMET*2
48.D47,0.324000001,MOBILE,47,CNNetflix,2.16,OLT02**PMET*2
48.D48,0.324000001,MOBILE,48,CNConversant,2.16,OLT02**PMET*2
48.D49,0.216000006,RETAIL,49,CNIptv,1.44,OLT02**PMET*2
48.D50,0.216000006,EBIS,50,CNIptv,1.44,OLT02**PMET*2
49.D1,0.172999993,RETAIL,1,CGW2*.BTC,1.155,OLT02**SMP*2
49.D2,0.172999993,RETAIL,2,CGW*.BDS,1.155,OLT02**SMP*2
49.D3,0.172999993,RETAIL,3,CGW*.MDO,1.155,OLT02**SMP*2
49.D4,0.172999993,RETAIL,4,CGW*.PNK,1.155,OLT02**SMP*2
49.D5,0.172999993,RETAIL,5,TEL#_CGW2*.BDS,1.155,OLT02**SMP*2
49.D6,0.172999993,RETAIL,6,TEL#_CGW2**BDS,1.155,OLT02**SMP*2
49.D7,0.172999993,RETAIL,7,TEL#_CGW*.BDS,1.155,OLT02**SMP*2
49.D8,0.172999993,RETAIL,8,CGW2*.BTC,1.155,OLT02**SMP*2
49.D9,0.172999993,RETAIL,9,CGW*.BDS,1.155,OLT02**SMP*2
49.D10,0.172999993,RETAIL,10,CGW2*.BTC,1.155,OLT02**SMP*2
49.D11,0.172999993,RETAIL,11,CGW*.BDS,1.155,OLT02**SMP*2
49.D12,0.172999993,RETAIL,12,CGW2*.BTC,1.155,OLT02**SMP*2
49.D13,0.172999993,RETAIL,13,CGW*.BDS,1.155,OLT02**SMP*2
49.D14,0.172999993,RETAIL,14,CGW*.MDO,1.155,OLT02**SMP*2
49.D15,0.172999993,RETAIL,15,CGW*.PNK,1.155,OLT02**SMP*2
49.D16,0.172999993,RETAIL,16,TEL#_CGW2*.BDS,1.155,OLT02**SMP*2
49.D17,0.172999993,RETAIL,17,TEL#_CGW2**BDS,1.155,OLT02**SMP*2
49.D18,0.172999993,RETAIL,18,TEL#_CGW*.BDS,1.155,OLT02**SMP*2
49.D19,0.172999993,RETAIL,19,CGW2*.BTC,1.155,OLT02**SMP*2
49.D20,0.172999993,RETAIL,20,CGW*.BDS,1.155,OLT02**SMP*2
49.D21,0.172999993,RETAIL,21,CGW2*.BTC,1.155,OLT02**SMP*2
49.D22,0.172999993,RETAIL,22,CGW*.BDS,1.155,OLT02**SMP*2
49.D23,0.172999993,RETAIL,23,CGW2*.BTC,1.155,OLT02**SMP*2
49.D24,0.172999993,RETAIL,24,CGW*.BDS,1.155,OLT02**SMP*2
49.D25,0.172999993,RETAIL,25,CGW2*.BTC,1.155,OLT02**SMP*2
49.D26,0.172999993,RETAIL,26,CGW*.BDS,1.155,OLT02**SMP*2
49.D27,0.347000003,EBIS,27,CGW2*.BTC,2.31,OLT02**SMP*2
49.D28,0.347000003,EBIS,28,CGW*.BDS,2.31,OLT02**SMP*2
49.D29,0.519999981,WHOLESALE,29,CGW*.BDS,3.465,OLT02**SMP*2
49.D30,0.519999981,WHOLESALE,30,CGW*.MDO,3.465,OLT02**SMP*2
49.D31,0.693000019,MOBILE,31,CGW*.BDS,4.62,OLT02**SMP*2
49.D32,0.693000019,MOBILE,32,CGW*.MDO,4.62,OLT02**SMP*2
49.D33,0.172999993,RETAIL,33,CNGoogle,1.155,OLT02**SMP*2
49.D34,0.172999993,RETAIL,34,CNFacebook,1.155,OLT02**SMP*2
49.D35,0.172999993,RETAIL,35,CNNetflix,1.155,OLT02**SMP*2
49.D36,0.172999993,RETAIL,36,CNConversant,1.155,OLT02**SMP*2
49.D37,0.172999993,EBIS,37,CNGoogle,1.155,OLT02**SMP*2
49.D38,0.172999993,EBIS,38,CNFacebook,1.155,OLT02**SMP*2
49.D39,0.172999993,EBIS,39,CNNetflix,1.155,OLT02**SMP*2
49.D40,0.172999993,EBIS,40,CNConversant,1.155,OLT02**SMP*2
49.D41,0.172999993,WHOLESALE,41,CNGoogle,1.155,OLT02**SMP*2
49.D42,0.172999993,WHOLESALE,42,CNFacebook,1.155,OLT02**SMP*2
49.D43,0.172999993,WHOLESALE,43,CNNetflix,1.155,OLT02**SMP*2
49.D44,0.172999993,WHOLESALE,44,CNConversant,1.155,OLT02**SMP*2
49.D45,0.347000003,MOBILE,45,CNGoogle,2.31,OLT02**SMP*2
49.D46,0.347000003,MOBILE,46,CNFacebook,2.31,OLT02**SMP*2
49.D47,0.347000003,MOBILE,47,CNNetflix,2.31,OLT02**SMP*2
49.D48,0.347000003,MOBILE,48,CNConversant,2.31,OLT02**SMP*2
49.D49,0.231000006,RETAIL,49,CNIptv,1.54,OLT02**SMP*2
49.D50,0.231000006,EBIS,50,CNIptv,1.54,OLT02**SMP*2
50.D1,0.050999999,RETAIL,1,CGW2*.BTC,0.337932,OLT02**WRP*3
50.D2,0.050999999,RETAIL,2,CGW*.BDS,0.337932,OLT02**WRP*3
50.D3,0.050999999,RETAIL,3,CGW*.MDO,0.337932,OLT02**WRP*3
50.D4,0.050999999,RETAIL,4,CGW*.PNK,0.337932,OLT02**WRP*3
50.D5,0.050999999,RETAIL,5,TEL#_CGW2*.BDS,0.337932,OLT02**WRP*3
50.D6,0.050999999,RETAIL,6,TEL#_CGW2**BDS,0.337932,OLT02**WRP*3
50.D7,0.050999999,RETAIL,7,TEL#_CGW*.BDS,0.337932,OLT02**WRP*3
50.D8,0.050999999,RETAIL,8,CGW2*.BTC,0.337932,OLT02**WRP*3
50.D9,0.050999999,RETAIL,9,CGW*.BDS,0.337932,OLT02**WRP*3
50.D10,0.050999999,RETAIL,10,CGW2*.BTC,0.337932,OLT02**WRP*3
50.D11,0.050999999,RETAIL,11,CGW*.BDS,0.337932,OLT02**WRP*3
50.D12,0.050999999,RETAIL,12,CGW2*.BTC,0.337932,OLT02**WRP*3
50.D13,0.050999999,RETAIL,13,CGW*.BDS,0.337932,OLT02**WRP*3
50.D14,0.050999999,RETAIL,14,CGW*.MDO,0.337932,OLT02**WRP*3
50.D15,0.050999999,RETAIL,15,CGW*.PNK,0.337932,OLT02**WRP*3
50.D16,0.050999999,RETAIL,16,TEL#_CGW2*.BDS,0.337932,OLT02**WRP*3
50.D17,0.050999999,RETAIL,17,TEL#_CGW2**BDS,0.337932,OLT02**WRP*3
50.D18,0.050999999,RETAIL,18,TEL#_CGW*.BDS,0.337932,OLT02**WRP*3
50.D19,0.050999999,RETAIL,19,CGW2*.BTC,0.337932,OLT02**WRP*3
50.D20,0.050999999,RETAIL,20,CGW*.BDS,0.337932,OLT02**WRP*3
50.D21,0.050999999,RETAIL,21,CGW2*.BTC,0.337932,OLT02**WRP*3
50.D22,0.050999999,RETAIL,22,CGW*.BDS,0.337932,OLT02**WRP*3
50.D23,0.050999999,RETAIL,23,CGW2*.BTC,0.337932,OLT02**WRP*3
50.D24,0.050999999,RETAIL,24,CGW*.BDS,0.337932,OLT02**WRP*3
50.D25,0.050999999,RETAIL,25,CGW2*.BTC,0.337932,OLT02**WRP*3
50.D26,0.050999999,RETAIL,26,CGW*.BDS,0.337932,OLT02**WRP*3
50.D27,0.101000004,EBIS,27,CGW2*.BTC,0.675864,OLT02**WRP*3
50.D28,0.101000004,EBIS,28,CGW*.BDS,0.675864,OLT02**WRP*3
50.D29,0.151999995,WHOLESALE,29,CGW*.BDS,1.013796,OLT02**WRP*3
50.D30,0.151999995,WHOLESALE,30,CGW*.MDO,1.013796,OLT02**WRP*3
50.D31,0.202999994,MOBILE,31,CGW*.BDS,1.351728,OLT02**WRP*3
50.D32,0.202999994,MOBILE,32,CGW*.MDO,1.351728,OLT02**WRP*3
50.D33,0.050999999,RETAIL,33,CNGoogle,0.337932,OLT02**WRP*3
50.D34,0.050999999,RETAIL,34,CNFacebook,0.337932,OLT02**WRP*3
50.D35,0.050999999,RETAIL,35,CNNetflix,0.337932,OLT02**WRP*3
50.D36,0.050999999,RETAIL,36,CNConversant,0.337932,OLT02**WRP*3
50.D37,0.050999999,EBIS,37,CNGoogle,0.337932,OLT02**WRP*3
50.D38,0.050999999,EBIS,38,CNFacebook,0.337932,OLT02**WRP*3
50.D39,0.050999999,EBIS,39,CNNetflix,0.337932,OLT02**WRP*3
50.D40,0.050999999,EBIS,40,CNConversant,0.337932,OLT02**WRP*3
50.D41,0.050999999,WHOLESALE,41,CNGoogle,0.337932,OLT02**WRP*3
50.D42,0.050999999,WHOLESALE,42,CNFacebook,0.337932,OLT02**WRP*3
50.D43,0.050999999,WHOLESALE,43,CNNetflix,0.337932,OLT02**WRP*3
50.D44,0.050999999,WHOLESALE,44,CNConversant,0.337932,OLT02**WRP*3
50.D45,0.101000004,MOBILE,45,CNGoogle,0.675864,OLT02**WRP*3
50.D46,0.101000004,MOBILE,46,CNFacebook,0.675864,OLT02**WRP*3
50.D47,0.101000004,MOBILE,47,CNNetflix,0.675864,OLT02**WRP*3
50.D48,0.101000004,MOBILE,48,CNConversant,0.675864,OLT02**WRP*3
50.D49,0.068000004,RETAIL,49,CNIptv,0.450576,OLT02**WRP*3
50.D50,0.068000004,EBIS,50,CNIptv,0.450576,OLT02**WRP*3
51.D1,0.079000004,RETAIL,1,CGW2*.BTC,0.529,OLT03**BBE*3
51.D2,0.079000004,RETAIL,2,CGW*.BDS,0.529,OLT03**BBE*3
51.D3,0.079000004,RETAIL,3,CGW*.MDO,0.529,OLT03**BBE*3
51.D4,0.079000004,RETAIL,4,CGW*.PNK,0.529,OLT03**BBE*3
51.D5,0.079000004,RETAIL,5,TEL#_CGW2*.BDS,0.529,OLT03**BBE*3
51.D6,0.079000004,RETAIL,6,TEL#_CGW2**BDS,0.529,OLT03**BBE*3
51.D7,0.079000004,RETAIL,7,TEL#_CGW*.BDS,0.529,OLT03**BBE*3
51.D8,0.079000004,RETAIL,8,CGW2*.BTC,0.529,OLT03**BBE*3
51.D9,0.079000004,RETAIL,9,CGW*.BDS,0.529,OLT03**BBE*3
51.D10,0.079000004,RETAIL,10,CGW2*.BTC,0.529,OLT03**BBE*3
51.D11,0.079000004,RETAIL,11,CGW*.BDS,0.529,OLT03**BBE*3
51.D12,0.079000004,RETAIL,12,CGW2*.BTC,0.529,OLT03**BBE*3
51.D13,0.079000004,RETAIL,13,CGW*.BDS,0.529,OLT03**BBE*3
51.D14,0.079000004,RETAIL,14,CGW*.MDO,0.529,OLT03**BBE*3
51.D15,0.079000004,RETAIL,15,CGW*.PNK,0.529,OLT03**BBE*3
51.D16,0.079000004,RETAIL,16,TEL#_CGW2*.BDS,0.529,OLT03**BBE*3
51.D17,0.079000004,RETAIL,17,TEL#_CGW2**BDS,0.529,OLT03**BBE*3
51.D18,0.079000004,RETAIL,18,TEL#_CGW*.BDS,0.529,OLT03**BBE*3
51.D19,0.079000004,RETAIL,19,CGW2*.BTC,0.529,OLT03**BBE*3
51.D20,0.079000004,RETAIL,20,CGW*.BDS,0.529,OLT03**BBE*3
51.D21,0.079000004,RETAIL,21,CGW2*.BTC,0.529,OLT03**BBE*3
51.D22,0.079000004,RETAIL,22,CGW*.BDS,0.529,OLT03**BBE*3
51.D23,0.079000004,RETAIL,23,CGW2*.BTC,0.529,OLT03**BBE*3
51.D24,0.079000004,RETAIL,24,CGW*.BDS,0.529,OLT03**BBE*3
51.D25,0.079000004,RETAIL,25,CGW2*.BTC,0.529,OLT03**BBE*3
51.D26,0.079000004,RETAIL,26,CGW*.BDS,0.529,OLT03**BBE*3
51.D27,0.158999994,EBIS,27,CGW2*.BTC,1.058,OLT03**BBE*3
51.D28,0.158999994,EBIS,28,CGW*.BDS,1.058,OLT03**BBE*3
51.D29,0.238000005,WHOLESALE,29,CGW*.BDS,1.587,OLT03**BBE*3
51.D30,0.238000005,WHOLESALE,30,CGW*.MDO,1.587,OLT03**BBE*3
51.D31,0.317000002,MOBILE,31,CGW*.BDS,2.116,OLT03**BBE*3
51.D32,0.317000002,MOBILE,32,CGW*.MDO,2.116,OLT03**BBE*3
51.D33,0.079000004,RETAIL,33,CNGoogle,0.529,OLT03**BBE*3
51.D34,0.079000004,RETAIL,34,CNFacebook,0.529,OLT03**BBE*3
51.D35,0.079000004,RETAIL,35,CNNetflix,0.529,OLT03**BBE*3
51.D36,0.079000004,RETAIL,36,CNConversant,0.529,OLT03**BBE*3
51.D37,0.079000004,EBIS,37,CNGoogle,0.529,OLT03**BBE*3
51.D38,0.079000004,EBIS,38,CNFacebook,0.529,OLT03**BBE*3
51.D39,0.079000004,EBIS,39,CNNetflix,0.529,OLT03**BBE*3
51.D40,0.079000004,EBIS,40,CNConversant,0.529,OLT03**BBE*3
51.D41,0.079000004,WHOLESALE,41,CNGoogle,0.529,OLT03**BBE*3
51.D42,0.079000004,WHOLESALE,42,CNFacebook,0.529,OLT03**BBE*3
51.D43,0.079000004,WHOLESALE,43,CNNetflix,0.529,OLT03**BBE*3
51.D44,0.079000004,WHOLESALE,44,CNConversant,0.529,OLT03**BBE*3
51.D45,0.158999994,MOBILE,45,CNGoogle,1.058,OLT03**BBE*3
51.D46,0.158999994,MOBILE,46,CNFacebook,1.058,OLT03**BBE*3
51.D47,0.158999994,MOBILE,47,CNNetflix,1.058,OLT03**BBE*3
51.D48,0.158999994,MOBILE,48,CNConversant,1.058,OLT03**BBE*3
51.D49,0.105999999,RETAIL,49,CNIptv,0.705333333,OLT03**BBE*3
51.D50,0.105999999,EBIS,50,CNIptv,0.705333333,OLT03**BBE*3
52.D1,0.122000001,RETAIL,1,CGW2*.BTC,0.812,OLT03**KNN*3
52.D2,0.122000001,RETAIL,2,CGW*.BDS,0.812,OLT03**KNN*3
52.D3,0.122000001,RETAIL,3,CGW*.MDO,0.812,OLT03**KNN*3
52.D4,0.122000001,RETAIL,4,CGW*.PNK,0.812,OLT03**KNN*3
52.D5,0.122000001,RETAIL,5,TEL#_CGW2*.BDS,0.812,OLT03**KNN*3
52.D6,0.122000001,RETAIL,6,TEL#_CGW2**BDS,0.812,OLT03**KNN*3
52.D7,0.122000001,RETAIL,7,TEL#_CGW*.BDS,0.812,OLT03**KNN*3
52.D8,0.122000001,RETAIL,8,CGW2*.BTC,0.812,OLT03**KNN*3
52.D9,0.122000001,RETAIL,9,CGW*.BDS,0.812,OLT03**KNN*3
52.D10,0.122000001,RETAIL,10,CGW2*.BTC,0.812,OLT03**KNN*3
52.D11,0.122000001,RETAIL,11,CGW*.BDS,0.812,OLT03**KNN*3
52.D12,0.122000001,RETAIL,12,CGW2*.BTC,0.812,OLT03**KNN*3
52.D13,0.122000001,RETAIL,13,CGW*.BDS,0.812,OLT03**KNN*3
52.D14,0.122000001,RETAIL,14,CGW*.MDO,0.812,OLT03**KNN*3
52.D15,0.122000001,RETAIL,15,CGW*.PNK,0.812,OLT03**KNN*3
52.D16,0.122000001,RETAIL,16,TEL#_CGW2*.BDS,0.812,OLT03**KNN*3
52.D17,0.122000001,RETAIL,17,TEL#_CGW2**BDS,0.812,OLT03**KNN*3
52.D18,0.122000001,RETAIL,18,TEL#_CGW*.BDS,0.812,OLT03**KNN*3
52.D19,0.122000001,RETAIL,19,CGW2*.BTC,0.812,OLT03**KNN*3
52.D20,0.122000001,RETAIL,20,CGW*.BDS,0.812,OLT03**KNN*3
52.D21,0.122000001,RETAIL,21,CGW2*.BTC,0.812,OLT03**KNN*3
52.D22,0.122000001,RETAIL,22,CGW*.BDS,0.812,OLT03**KNN*3
52.D23,0.122000001,RETAIL,23,CGW2*.BTC,0.812,OLT03**KNN*3
52.D24,0.122000001,RETAIL,24,CGW*.BDS,0.812,OLT03**KNN*3
52.D25,0.122000001,RETAIL,25,CGW2*.BTC,0.812,OLT03**KNN*3
52.D26,0.122000001,RETAIL,26,CGW*.BDS,0.812,OLT03**KNN*3
52.D27,0.244000003,EBIS,27,CGW2*.BTC,1.624,OLT03**KNN*3
52.D28,0.244000003,EBIS,28,CGW*.BDS,1.624,OLT03**KNN*3
52.D29,0.36500001,WHOLESALE,29,CGW*.BDS,2.436,OLT03**KNN*3
52.D30,0.36500001,WHOLESALE,30,CGW*.MDO,2.436,OLT03**KNN*3
52.D31,0.486999989,MOBILE,31,CGW*.BDS,3.248,OLT03**KNN*3
52.D32,0.486999989,MOBILE,32,CGW*.MDO,3.248,OLT03**KNN*3
52.D33,0.122000001,RETAIL,33,CNGoogle,0.812,OLT03**KNN*3
52.D34,0.122000001,RETAIL,34,CNFacebook,0.812,OLT03**KNN*3
52.D35,0.122000001,RETAIL,35,CNNetflix,0.812,OLT03**KNN*3
52.D36,0.122000001,RETAIL,36,CNConversant,0.812,OLT03**KNN*3
52.D37,0.122000001,EBIS,37,CNGoogle,0.812,OLT03**KNN*3
52.D38,0.122000001,EBIS,38,CNFacebook,0.812,OLT03**KNN*3
52.D39,0.122000001,EBIS,39,CNNetflix,0.812,OLT03**KNN*3
52.D40,0.122000001,EBIS,40,CNConversant,0.812,OLT03**KNN*3
52.D41,0.122000001,WHOLESALE,41,CNGoogle,0.812,OLT03**KNN*3
52.D42,0.122000001,WHOLESALE,42,CNFacebook,0.812,OLT03**KNN*3
52.D43,0.122000001,WHOLESALE,43,CNNetflix,0.812,OLT03**KNN*3
52.D44,0.122000001,WHOLESALE,44,CNConversant,0.812,OLT03**KNN*3
52.D45,0.244000003,MOBILE,45,CNGoogle,1.624,OLT03**KNN*3
52.D46,0.244000003,MOBILE,46,CNFacebook,1.624,OLT03**KNN*3
52.D47,0.244000003,MOBILE,47,CNNetflix,1.624,OLT03**KNN*3
52.D48,0.244000003,MOBILE,48,CNConversant,1.624,OLT03**KNN*3
52.D49,0.162,RETAIL,49,CNIptv,1.082666667,OLT03**KNN*3
52.D50,0.162,EBIS,50,CNIptv,1.082666667,OLT03**KNN*3
53.D1,0.026000001,RETAIL,1,CGW2*.BTC,0.174,OLT03**KRP*2
53.D2,0.026000001,RETAIL,2,CGW*.BDS,0.174,OLT03**KRP*2
53.D3,0.026000001,RETAIL,3,CGW*.MDO,0.174,OLT03**KRP*2
53.D4,0.026000001,RETAIL,4,CGW*.PNK,0.174,OLT03**KRP*2
53.D5,0.026000001,RETAIL,5,TEL#_CGW2*.BDS,0.174,OLT03**KRP*2
53.D6,0.026000001,RETAIL,6,TEL#_CGW2**BDS,0.174,OLT03**KRP*2
53.D7,0.026000001,RETAIL,7,TEL#_CGW*.BDS,0.174,OLT03**KRP*2
53.D8,0.026000001,RETAIL,8,CGW2*.BTC,0.174,OLT03**KRP*2
53.D9,0.026000001,RETAIL,9,CGW*.BDS,0.174,OLT03**KRP*2
53.D10,0.026000001,RETAIL,10,CGW2*.BTC,0.174,OLT03**KRP*2
53.D11,0.026000001,RETAIL,11,CGW*.BDS,0.174,OLT03**KRP*2
53.D12,0.026000001,RETAIL,12,CGW2*.BTC,0.174,OLT03**KRP*2
53.D13,0.026000001,RETAIL,13,CGW*.BDS,0.174,OLT03**KRP*2
53.D14,0.026000001,RETAIL,14,CGW*.MDO,0.174,OLT03**KRP*2
53.D15,0.026000001,RETAIL,15,CGW*.PNK,0.174,OLT03**KRP*2
53.D16,0.026000001,RETAIL,16,TEL#_CGW2*.BDS,0.174,OLT03**KRP*2
53.D17,0.026000001,RETAIL,17,TEL#_CGW2**BDS,0.174,OLT03**KRP*2
53.D18,0.026000001,RETAIL,18,TEL#_CGW*.BDS,0.174,OLT03**KRP*2
53.D19,0.026000001,RETAIL,19,CGW2*.BTC,0.174,OLT03**KRP*2
53.D20,0.026000001,RETAIL,20,CGW*.BDS,0.174,OLT03**KRP*2
53.D21,0.026000001,RETAIL,21,CGW2*.BTC,0.174,OLT03**KRP*2
53.D22,0.026000001,RETAIL,22,CGW*.BDS,0.174,OLT03**KRP*2
53.D23,0.026000001,RETAIL,23,CGW2*.BTC,0.174,OLT03**KRP*2
53.D24,0.026000001,RETAIL,24,CGW*.BDS,0.174,OLT03**KRP*2
53.D25,0.026000001,RETAIL,25,CGW2*.BTC,0.174,OLT03**KRP*2
53.D26,0.026000001,RETAIL,26,CGW*.BDS,0.174,OLT03**KRP*2
53.D27,0.052000001,EBIS,27,CGW2*.BTC,0.348,OLT03**KRP*2
53.D28,0.052000001,EBIS,28,CGW*.BDS,0.348,OLT03**KRP*2
53.D29,0.078000002,WHOLESALE,29,CGW*.BDS,0.522,OLT03**KRP*2
53.D30,0.078000002,WHOLESALE,30,CGW*.MDO,0.522,OLT03**KRP*2
53.D31,0.104000002,MOBILE,31,CGW*.BDS,0.696,OLT03**KRP*2
53.D32,0.104000002,MOBILE,32,CGW*.MDO,0.696,OLT03**KRP*2
53.D33,0.026000001,RETAIL,33,CNGoogle,0.174,OLT03**KRP*2
53.D34,0.026000001,RETAIL,34,CNFacebook,0.174,OLT03**KRP*2
53.D35,0.026000001,RETAIL,35,CNNetflix,0.174,OLT03**KRP*2
53.D36,0.026000001,RETAIL,36,CNConversant,0.174,OLT03**KRP*2
53.D37,0.026000001,EBIS,37,CNGoogle,0.174,OLT03**KRP*2
53.D38,0.026000001,EBIS,38,CNFacebook,0.174,OLT03**KRP*2
53.D39,0.026000001,EBIS,39,CNNetflix,0.174,OLT03**KRP*2
53.D40,0.026000001,EBIS,40,CNConversant,0.174,OLT03**KRP*2
53.D41,0.026000001,WHOLESALE,41,CNGoogle,0.174,OLT03**KRP*2
53.D42,0.026000001,WHOLESALE,42,CNFacebook,0.174,OLT03**KRP*2
53.D43,0.026000001,WHOLESALE,43,CNNetflix,0.174,OLT03**KRP*2
53.D44,0.026000001,WHOLESALE,44,CNConversant,0.174,OLT03**KRP*2
53.D45,0.052000001,MOBILE,45,CNGoogle,0.348,OLT03**KRP*2
53.D46,0.052000001,MOBILE,46,CNFacebook,0.348,OLT03**KRP*2
53.D47,0.052000001,MOBILE,47,CNNetflix,0.348,OLT03**KRP*2
53.D48,0.052000001,MOBILE,48,CNConversant,0.348,OLT03**KRP*2
53.D49,0.035,RETAIL,49,CNIptv,0.232,OLT03**KRP*2
53.D50,0.035,EBIS,50,CNIptv,0.232,OLT03**KRP*2
54.D1,0.207000002,RETAIL,1,CGW2*.BTC,1.377,OLT03**PMET*3
54.D2,0.207000002,RETAIL,2,CGW*.BDS,1.377,OLT03**PMET*3
54.D3,0.207000002,RETAIL,3,CGW*.MDO,1.377,OLT03**PMET*3
54.D4,0.207000002,RETAIL,4,CGW*.PNK,1.377,OLT03**PMET*3
54.D5,0.207000002,RETAIL,5,TEL#_CGW2*.BDS,1.377,OLT03**PMET*3
54.D6,0.207000002,RETAIL,6,TEL#_CGW2**BDS,1.377,OLT03**PMET*3
54.D7,0.207000002,RETAIL,7,TEL#_CGW*.BDS,1.377,OLT03**PMET*3
54.D8,0.207000002,RETAIL,8,CGW2*.BTC,1.377,OLT03**PMET*3
54.D9,0.207000002,RETAIL,9,CGW*.BDS,1.377,OLT03**PMET*3
